char_name,episode,line
The Beast,Episode 7: The Ringing of the Bell,YES. YES. ALL HOPE WILL SOON BE LOST. WE'RE LUCKY THE BOY HAD THE PLUCK TO BEST YOU. YOUR PLAY COULD HAVE COST US BOTH. DON'T YOU CARE ABOUT KEEPING THE LANTERN LIT? DON'T YOU CARE ABOUT YOUR DAUGHTER'S SOUL?
The Woodsman,Episode 7: The Ringing of the Bell,ONE CANNOT TRADE THE SOULS OF CHILDREN AS IF THEY WERE TOKENS! THERE HAS TO BE ANOTHER WAY.
The Beast,Episode 7: The Ringing of the Bell,"NO. THERE IS ONLY ME. THERE IS ONLY MY WAY. THERE IS ONLY THE FOREST, AND THERE IS ONLY SURRENDER."
Greg,Episode 8: Babes in the Wood,HOME! HOME? HOME! HOME! HOME? COULD BE AROUND ANY CORNER.
The Beast,Episode 8: Babes in the Wood,TRA-LA-LA-LA TRA-LA-LA-LA
Greg,Episode 8: Babes in the Wood,"HEY, CAPTAIN, DO YOU HEAR THAT SINGING?"
Greg,Episode 8: Babes in the Wood,"NOT YOU, SKIPPER. I'M TALKING TO THE CAPTAIN."
Wirt,Episode 8: Babes in the Wood,"CAPTAIN WIRT, DO YOU KNOW WHO'S SINGING?"
Wirt,Episode 8: Babes in the Wood,I DON'T KNOW MUCH OF ANYTHING ANYMORE.
Greg,Episode 8: Babes in the Wood,OH. DID YOU KNOW THAT DINOSAURS HAD BIG EARS BUT EVERYONE FORGOT 'CAUSE DINOSAUR EARS DON'T HAVE BONES?
Wirt,Episode 8: Babes in the Wood,"NO. I -- I DIDN'T KNOW THAT, GREG."
Greg,Episode 8: Babes in the Wood,THAT'S 'CAUSE IT'S NOT TRUE. IT'S A ROCK FACT!
The Beast,Episode 8: Babes in the Wood,TRA-LA-LA-LA
Wirt,Episode 8: Babes in the Wood,THE BEAST. IT MUST BE THE BEAST OUT THERE. THE OBSIDIAN CRICKET OF OUR INEVITABLE TWILIGHT SINGING OUR REQUIEM.
Greg,Episode 8: Babes in the Wood,HMM. YEAH! MUST BE A REALLY FAT CRICKET.
Greg,Episode 8: Babes in the Wood,LOOK! WE'VE REACHED LAND! FEEL THE DIRT! AHH. SMELL THAT TREE. WE MUST BE ALMOST THERE.
Wirt,Episode 8: Babes in the Wood,GREG?
Greg,Episode 8: Babes in the Wood,"YES, WIRT?"
Wirt,Episode 8: Babes in the Wood,CAN WE PLEASE STOP PRETENDING WE'RE GONNA GET HOME?
Greg,Episode 8: Babes in the Wood,HUH?
Wirt,Episode 8: Babes in the Wood,"CAN WE ADMIT WE'RE LOST FOR GOOD? THAT THIS FOG IS DEEPER THAN WE CAN EVER UNDERSTAND? THAT WE ARE BUT WAYWARD LEAVES, SCATTERED TO THE AIR BY AN INDIFFERENT WIND? CAN WE JUST ADMIT WE'RE NEVER GONNA GET BACK HOME, GREG? CAN WE DO THAT?"
Greg,Episode 8: Babes in the Wood,"WIRT, YOU CAN DO ANYTHING IF YOU SET YOUR MIND TO IT. THAT'S WHAT THE OLD PEOPLE SAY."
Wirt,Episode 8: Babes in the Wood,"WELL, THEN LET'S DO THAT."
Greg,Episode 8: Babes in the Wood,"YES, SIR, CAPTAIN!"
Wirt,Episode 8: Babes in the Wood,GREG! YOU NEED TO STOP ACTING RIDICULOUS ALL THE TIME.
Greg,Episode 8: Babes in the Wood,HUH?
Wirt,Episode 8: Babes in the Wood,"LOOK, DO YOU EVEN KNOW WHY WE GOT LOST IN THE FIRST PLACE? IT'S 'CAUSE YOU WERE GOOFING AROUND AND GETTING INTO TROUBLE LIKE YOU ALWAYS DO."
Greg,Episode 8: Babes in the Wood,REALLY? IT WAS ALL MY FAULT?
Wirt,Episode 8: Babes in the Wood,"YEAH, SO...IT'S NOT MY JOB TO GET US HOME, OKAY? I'M DONE."
Greg,Episode 8: Babes in the Wood,ARE YOU SAYING I SHOULD BE THE LEADER?
Wirt,Episode 8: Babes in the Wood,I DON'T CARE WHAT YOU DO.
Greg,Episode 8: Babes in the Wood,BUT IF I'M THE LEADER... WHAT ARE YOU GONNA BE?
Wirt,Episode 8: Babes in the Wood,I'LL BE ASLEEP.
Greg,Episode 8: Babes in the Wood,"WOW. WELL, THEN I BETTER TAKE A NAP, TOO. I NEED TO DREAM UP A GOOD WAY OF LEADING US HOME. THANKS FOR TRUSTING ME, WIRT. DON'T WORRY. I WON'T LET YOU DOWN. I'LL BE A GOOD LEADER. GOOD NIGHT.  STAR, OH, STAR, UP IN THE SKY, GUIDE MY DREAMS WITH LIGHT THAT SHINES. HELP ME KNOW JUST WHAT TO DO TO GET WIRT HOME AND ALSO ME, TOO. AND IF YOU DON'T, I DON'T CARE. I'LL PULL DOWN YOUR UNDERWEAR."
Angel,Episode 8: Babes in the Wood,"FORWARD, CHERUBS HEAR THE SONG A CHILD'S WISHES CALL US ON DESCEND! DESCEND!"
Cherub,Episode 8: Babes in the Wood,Psst! HEY!
Greg,Episode 8: Babes in the Wood,HUH? WHOA!
Angel,Episode 8: Babes in the Wood,THE DREAMS OUR WINGED WIND HATH MADE FOR ONLY BENEATH THE VEIL
Greg,Episode 8: Babes in the Wood,WHOA. OF SLEEP
Greg,Episode 8: Babes in the Wood,WHOOOOOA! WHOA! WHOA! WOW!
Reception Committee,Episode 8: Babes in the Wood,"HEY, GREG! >>  >> NICE TO SEE YOU! Greg HEY, EVERYBODY!"
Cloud Crowd,Episode 8: Babes in the Wood,WELCOME TO CLOUD CITY!
Greg,Episode 8: Babes in the Wood,THANK YOU! THANK YOU! MY NAME'S GREG. WHAT ARE YOURS?
Reception Committee,Episode 8: Babes in the Wood,WE'RE THE CLOUD CITY RECEPTION COMMITTEE AND WE ARE HERE TO WELCOME THEE
Greg,Episode 8: Babes in the Wood,"OH, WOW, NEAT."
Auxiliary Committee,Episode 8: Babes in the Wood,AND WE'RE THE CLOUD CITY AUXILIARY RECEPTION COMMITTEE AND WE ARE ALSO HERE TO WELCOME THEE
Greg,Episode 8: Babes in the Wood,THANK YOU.
Committee Number Three,Episode 8: Babes in the Wood,"AND WE'RE THE HIPPOPOTAMUS GIRAFFE, AND MONKEY AND WE ARE COMMITTEE NUMBER THREE"
Greg,Episode 8: Babes in the Wood,OKAY. ARE THERE MORE?  ]
Greg,Episode 8: Babes in the Wood,"WELL, THAT'S ENOUGH."
Cloud Crowd,Episode 8: Babes in the Wood,"SO, WHAT BRINGS YOU TO CLOUD CITY?"
Greg,Episode 8: Babes in the Wood,"WELL, I'M SUPPOSED TO BE A LEADER, BUT I DON'T KNOW HOW."
Cloud Crowd,Episode 8: Babes in the Wood,WHY DON'T YOU LEAD OUR BAND IN A SONG?
Greg,Episode 8: Babes in the Wood,OKAY.
Commitee Sings,Episode 8: Babes in the Wood,"EVERYTHING IS NICE AND FINE ALL THE TIME THE SOFTEST CLOUDS AND RAINBOW SKIES AIN'T GONNA LIE WE ALWAYS HAVE THE MOST SPECTACULAR TIME TOGETHER EVERYONE IS SITTIN' PRETTY ON TOP OF THE WEATHER LASSO A CLOUD AND MAKE THE FLOWERS GROW TIE THEM IN A BOW TO THROW AT THE END OF THE SHOW OUR SONGS ARE FILLED WITH LOVE THE SWEETEST LOVE AND WE CAN SEND THEM DOWN TO YOU WITH A LITTLE SHOVE SO HITCH A RIDE INTO THE SKY AND JOIN OUR BAND BRING HARPS AND LUTES, KAZOOS, TROMBONES AND FLUTES OR JUST YOUR POTS AND PANS WE CAN WRITE A LITTLE JIG OUT OF THE MIGHTY BLUE AND WE WILL BE HERE JUST FOR YOU"
Greg,Episode 8: Babes in the Wood,WHEE! WHEE!
Greg,Episode 8: Babes in the Wood,HEE-HEE!  OHH!
Cloud Crowd,Episode 8: Babes in the Wood,"OH, NOOOOO!"
Cherub,Episode 8: Babes in the Wood,THE NORTH WIND IS LOOSE!
Singing,Episode 8: Babes in the Wood,"OH, YEAH, THE OL' NORTH WIND STARTS TO HOWL PUFFS UP AND FURROWS HIS BROW NOW, NOW YOU BETTER TAKE COVER LOCK UP THOSE DOORS AND CLOSE THE SHUTTERS I SAY, THE OL' NORTH WIND YES, HE IS HE'S GONNA FIGHT HE'S GONNA SPIN HE'S GONNA PULL BACK AND BLOW A LITTLE MORE UNTIL YOU CAN'T TELL WHAT YOU CAME HERE FOR OH, YEAH"
Greg,Episode 8: Babes in the Wood,FIRE!
Old North Wind,Episode 8: Babes in the Wood,"THE OL' NORTH WIND YES, INDEED HE'S GONNA BREATHE AND BREATHE HE'S GONNA BLOW   BLOW TILL YOU CAN'T FEEL NO MORE"
Beatrice,Episode 8: Babes in the Wood,WIRT? GREG? IS ANYONE OUT THERE?  AAH!
Greg,Episode 8: Babes in the Wood,"HEY, NORTH WIND! PBHT!"
Old North Wind,Episode 8: Babes in the Wood,I DON'T LIKE THAT ONE BIT. THAT MAKES ME MAD!
Old North Wind,Episode 8: Babes in the Wood,[ GRUMBLING  as he chases Greg around Cloud City
Greg,Episode 8: Babes in the Wood,"OH, NO!"
Greg,Episode 8: Babes in the Wood,HA HA! HEE HEE HEE HEE!  HUH?
Queen of the Clouds,Episode 8: Babes in the Wood,"WHY, HELLO, GREGORY."
Greg,Episode 8: Babes in the Wood,HELLO.
Queen of the Clouds,Episode 8: Babes in the Wood,I AM THE QUEEN OF THE CLOUDS. THANK YOU FOR SAVING MY CITY.
Greg,Episode 8: Babes in the Wood,YOU'RE WELCOME.
Queen of the Clouds,Episode 8: Babes in the Wood,I SHALL GRANT YOU ONE WISH. WHAT DO YOU WISH FOR MOST OF ALL?
Greg,Episode 8: Babes in the Wood,"WELL, I'M SUPPOSED TO BE THE LEADER, BUT I DON'T KNOW HOW TO GET HOME. DO YOU KNOW?"
Queen of the Clouds,Episode 8: Babes in the Wood,"OF COURSE. IF YOU WISH, I CAN CERTAINLY SEND YOU HOME."
Greg,Episode 8: Babes in the Wood,GREAT! LET'S GO GET WIRT.
Queen of the Clouds,Episode 8: Babes in the Wood,"I'M SORRY, GREGORY, BUT WIRT CANNOT GO WITH YOU. HE IS TOO LOST."
Greg,Episode 8: Babes in the Wood,"BUT...ANYTHING IS POSSIBLE IF YOU SET YOUR MIND TO IT, RIGHT?"
Queen of the Clouds,Episode 8: Babes in the Wood,SEE HOW THE EDELWOOD GROWS AROUND HIM? THE BEAST HAS CLAIMED HIM ALREADY.
Greg,Episode 8: Babes in the Wood,"OH, I SHOULD HAVE BEEN LEADING BETTER. I WAS GOOFING OFF AGAIN, LIKE ALWAYS, AND NOW YOU'RE STUCK HERE. ISN'T THERE ANYTHING I CAN DO?"
Queen of the Clouds,Episode 8: Babes in the Wood,"I'M SORRY, GREGORY. WIRT'S FATE LIES SOLELY IN THE BEAST'S HANDS NOW."
Greg,Episode 8: Babes in the Wood,THEN I KNOW WHAT TO WISH FOR.
Queen of the Clouds,Episode 8: Babes in the Wood,ARE YOU SURE? THEN IT SHALL BE DONE.
Greg,Episode 8: Babes in the Wood,"HEY. HEY, WIRT?"
Wirt,Episode 8: Babes in the Wood,Shh! TRYING TO SLEEP.
Greg,Episode 8: Babes in the Wood,"OKAY. YOU SLEEP. I'M SORRY I GOT US LOST, WIRT. WILL YOU TAKE CARE OF RONALD FOR ME? OKAY. I HAVE TO GO NOW. GOODBYE, WIRT."
The Beast,Episode 8: Babes in the Wood,"YES. COME, GREGORY. THERE IS MUCH TO BE DONE."
Greg,Episode 8: Babes in the Wood,"AND THEN YOU'LL SHOW US THE WAY HOME, RIGHT?"
The Beast,Episode 8: Babes in the Wood,"OF COURSE. WE MADE A PROMISE, DIDN'T WE? Mhahaha"
Wirt,Episode 8: Babes in the Wood,GREG. GREG? GREG? GREG?! WHERE DID HE GO?
The Beast,Episode 8: Babes in the Wood,TRA-LA-LA-LA
Wirt,Episode 8: Babes in the Wood,"NO. NO, NO, NO, NO! GREG?!  WHAT THE HECK?"
The Beast,Episode 8: Babes in the Wood,TRA-LA-LA-LA TRA-LA-LA-LA 'TISN'T MUCH THAT I REQUIRE
Wirt,Episode 8: Babes in the Wood,GREG?! GREG... WHAT DID I DO? GREG! GREG! AAH! UNH!  >>   HUH? GREG. OOF! AAH!
Beatrice,Episode 8: Babes in the Wood,OH! YOU GOT HIM! PULL! PULL! IS HE ALIVE? WIRT!
Greg,Episode 8: Babes in the Wood,WIRT! WIRT?
Wirt,Episode 8: Babes in the Wood,GR...EG...?
Beatrice,Episode 8: Babes in the Wood,"WIRT, ARE YOU OKAY? WIRT!"
Wirt,Episode 8: Babes in the Wood,GR...EG? I-I-I --
Beatrice,Episode 8: Babes in the Wood,"WHERE'S GREG, WIRT?"
Greg,Episode 8: Babes in the Wood,BEATRICE?
Beatrice,Episode 8: Babes in the Wood,WIRT. WIRT!
Singing,Episode 9: Into the Unknown,THE ANGELS HAVE GONE THE SONGS HAVE GONE SILENT YOU'RE SINKING LIKE A STONE BEFORE THE TIDE THE RIVER RUNS CO-O-LD THE FIGHT IS OVER STILL THE HAUNTED RUINS OF NIGHT CALL YOUR NAME
Wirt,Episode 9: Into the Unknown,"MM-HMM.  YES.  YES. We cut to a high school football game, Wirt watching the mascot from behind the fence]"
Greg,Episode 9: Into the Unknown,"Goodbye! THANK YOU, OLD LADY DANIELS."
Mrs. Daniels,Episode 9: Into the Unknown,"GOODBYE, GREGORY. AND PLEASE DON'T CALL ME OLD LADY."
Greg,Episode 9: Into the Unknown,"YES, SIR, YOUNG MAN. HEY, WIRT, WHATCHA DOING?"
Wirt,Episode 9: Into the Unknown,NOTHING.
Greg,Episode 9: Into the Unknown,I WAS HELPING OLD LADY DANIELS RAKE SOME LEAVES IN EXCHANGE FOR CANDY.
Wirt,Episode 9: Into the Unknown,"GREG, IT'S HALLOWEEN. CANDY IS FREE."
Greg,Episode 9: Into the Unknown,"OLD LADY DANIELS SAYS NOTHING IN THIS WORLD IS FREE. OH, HEY, AND LOOK! I ALSO GOT THIS ROCK.  HEY, WIRT, WANT TO LEARN SOME ROCK FACTS?  SO, YOU WANT TO GO LOOK FOR FROGS WITH ME LIKE YOU SAID YOU WOULD AWHILE AGO AND HAVEN'T DONE IT YET?"
Wirt,Episode 9: Into the Unknown,"NAH. NAH, I'M BUSY."
Greg,Episode 9: Into the Unknown,IS THAT BEE NAMED SARA?
Wirt,Episode 9: Into the Unknown,W-WHAT?
Greg,Episode 9: Into the Unknown,"YOUR TAPE SAYS ""FOR SARA."" ARE YOU GONNA GIVE IT TO SARA THE BEE?"
Wirt,Episode 9: Into the Unknown,"I-I WANT TO, BUT  I CAN'T."
Greg,Episode 9: Into the Unknown,CAN I SEE IT?
Wirt,Episode 9: Into the Unknown,YEAH. IT'S JUST A TAPE.
Greg,Episode 9: Into the Unknown,"HMM. YEAH. OKAY, I'LL GIVE IT TO HER FOR YOU."
Greg,Episode 9: Into the Unknown,"OH, GREG! W-WAIT! NO, NO!"
Kathleen,Episode 9: Into the Unknown,"OH, LOOK AT YOU. WHAT ARE YOU SUPPOSED TO BE?"
Greg,Episode 9: Into the Unknown,IT'S AN ELEPHANT COSTUME.  PBHT! SEE MY TRUNK?
Kathleen,Episode 9: Into the Unknown,"YEAH, THAT'S CUTE."
Rhondi,Episode 9: Into the Unknown,I'M AN EGG.
Kathleen,Episode 9: Into the Unknown,"YEAH, EVERYBODY KNOWS YOU'RE AN EGG, RHONDI."
Rhondi,Episode 9: Into the Unknown,"SHUT IT, KATHLEEN."
Kathleen,Episode 9: Into the Unknown,"WHATEVER.  SO, WHAT ARE YOU, WIRT? SOME KIND OF GNOME?"
Wirt,Episode 9: Into the Unknown,"UH, I D-- I DON'T KNOW. WELL, IT'S -- SEE, I WAS -- I THOUGHT I'D JUST, LIKE --"
Kathleen,Episode 9: Into the Unknown,"HEY, WHAT'S THIS?"
Greg,Episode 9: Into the Unknown,THAT'S WIRT'S TAPE FOR SARA.
Kathleen,Episode 9: Into the Unknown,OOH! WIRT LOVES SARA! YOU WANT US TO GIVE IT TO HER FOR YOU?
Wirt,Episode 9: Into the Unknown,"UH, IT'S FOR A DIFFERENT SARA -- NOT THE ONE YOU'RE THINKING ABOUT."
Greg,Episode 9: Into the Unknown,"YEAH, WIRT'S TALKING ABOUT MASCOT SARA -- THE ONE HE'S BEEN LOOKING AT ALL NIGHT."
Wirt,Episode 9: Into the Unknown,WHA?!
Rhondi,Episode 9: Into the Unknown,OOH!
Rhondi,Episode 9: Into the Unknown,"WIRT'S GOT A CRUSH ON SARA.  WELL, YOU BETTER ACT FAST 'CAUSE WE HEARD JASON FUNDERBERKER IS GONNA ASK HER OUT AT THE HALLOWEEN PARTY TONIGHT."
Wirt,Episode 9: Into the Unknown,JASON FUNDERBERKER?
Kathleen and Rhondi,Episode 9: Into the Unknown,YEAH.
Rhondi,Episode 9: Into the Unknown,YEAH.
Wirt,Episode 9: Into the Unknown,B-but I- I-B-but--
Rhondi,Episode 9: Into the Unknown,"YOU OKAY, WIRT?"
Wirt,Episode 9: Into the Unknown,"YEAH, EVERYTHING'S -- EVERYTHING'S JASON FUNDERBERKER."
Kathleen and Rhondi,Episode 9: Into the Unknown,WHAT?
Wirt,Episode 9: Into the Unknown,"UH, UH, JASON FUNDERBERKER, I-I GOT TO GO."
Greg,Episode 9: Into the Unknown,BYE!
Wirt,Episode 9: Into the Unknown,IS THE DOVE NEVER TO MEET THE SEA FOR WANT OF THE ODIOUS MOUNTAIN?
Greg,Episode 9: Into the Unknown,HEY. SO...FROG HUNT?
Wirt,Episode 9: Into the Unknown,HUH?
Greg,Episode 9: Into the Unknown,"I KEEP HEARING RIBBITING AROUND TOWN, AND I THINK IT'S THE LAST FROG OF THE SEASON."
Wirt,Episode 9: Into the Unknown,"NO, I JUST WANT TO WALLOW IN MISERY. SARA AND JASON FUNDERBERKER. UGH. THAT GUY'S GOT HIS ACT TOGETHER. HE'S THE TOTAL PACKAGE. I CAN'T COMPETE."
Greg,Episode 9: Into the Unknown,"YOU'RE THE TOTAL PACKAGE, TOO, WIRT. I BET SHE'LL REALLY LIKE YOUR TAPE."
Wirt,Episode 9: Into the Unknown,WE NEVER GOT THE TAPE BACK! I CAN'T LET HER HEAR THAT TAPE!
Greg,Episode 9: Into the Unknown,WHY NOT?
Wirt,Episode 9: Into the Unknown,"THAT TAPE HAS GOT POETRY AND CLARINET ON IT, GREG. POETRY AND CLARINET! SARA AND JASON FUNDERBERKER ARE GONNA START DATING, AND THEN THEY'LL HEAR THAT TAPE, AND THEN THEY'LL JUST SIT AND LISTEN TO IT AND LAUGH AND LAUGH AND LAUGH AND LAUGH."
Greg,Episode 9: Into the Unknown,WHY DON'T YOU ASK SARA OUT FIRST? THAT WAY --
Wirt,Episode 9: Into the Unknown,"NO, NO! UGH! WHY DID YOU HAVE TO TAKE THE TAPE? MY LIFE IS CRUMBLING ALL AROUND ME!"
Greg,Episode 9: Into the Unknown,"OKAY, I THINK WE SHOULD PUT OUR FROG HUNT ON HOLD AND GO GET THAT TAPE BACK."
Wirt,Episode 9: Into the Unknown,"GUYS, WHERE'S THE TAPE?"
Kathleen,Episode 9: Into the Unknown,WE PUT IT IN SARA'S JACKET FOR YOU.
Wirt,Episode 9: Into the Unknown,AAH!
Kathleen,Episode 9: Into the Unknown,YOU BETTER HURRY. SHE'S CHANGING IN THE TRACK SHACK.
Wirt,Episode 9: Into the Unknown,SCUSE ME.
Rhondi,Episode 9: Into the Unknown,"OH, NO."
Wirt,Episode 9: Into the Unknown,THE JACKET!
Jimmy,Episode 9: Into the Unknown,HEY! ARE YOU TRYING TO SPY ON SARA?
Wirt,Episode 9: Into the Unknown,"UH...NO. RUN, GREG!"
Jimmy,Episode 9: Into the Unknown,"HEY, SARA, BE CAREFUL, HUH? THERE'S SOME REAL CREEPS OUT THERE TONIGHT."
Sara,Episode 9: Into the Unknown,"THANKS, JIMMY."
Police Officer,Episode 9: Into the Unknown,"HEY, YOU TWO ROBBERS, YOU'RE UNDER ARREST. NAH, I'M JUST KIDDING. HAPPY HALLOWEEN. HEY, STOP RUNNING IN THE STREETS! Just kidding, Happy Halloween."
Wirt,Episode 9: Into the Unknown,THERE SHE GOES. LET'S GET HER.
Greg,Episode 9: Into the Unknown,"Yeah, let's get her."
Wirt,Episode 9: Into the Unknown,"NO, W-WE'RE NOT GONNA GET HER LIKE THAT."
Greg,Episode 9: Into the Unknown,WHAT ARE WE DOING?
Wirt,Episode 9: Into the Unknown,WE'RE JUST GONNA GET THE TAPE BACK.
Greg,Episode 9: Into the Unknown,"OH, YEAH. LET'S GO IN AFTER HER."
Wirt,Episode 9: Into the Unknown,I CAN'T.  I WASN'T INVITED TO THIS PARTY.
Greg,Episode 9: Into the Unknown,I'LL GO IN.
Wirt,Episode 9: Into the Unknown,YOU WEREN'T INVITED EITHER.
Greg,Episode 9: Into the Unknown,OH.
Partygoer,Episode 9: Into the Unknown,"YEAH, MAN, THERE'S LOTS OF BAT-AND-BALL GAMES BESIDES BASEBALL -- ONE OLD CAT, TWO OLD CAT, STOOLBALL, ROUNDBALL..."
Wirt,Episode 9: Into the Unknown,"WHY ARE YOU TALKING TO THEM?  AAH! OH. HEY...GUYS. I DON'T KNOW WHAT HE SAID, BUT I-IT WASN'T TRUE."
Partygoer,Episode 9: Into the Unknown,"OH, HEY, WIRT. HOW'S IT GOING?"
Partygoer,Episode 9: Into the Unknown,"HI, WIRT."
Wirt,Episode 9: Into the Unknown,"OH. UH, YEAH. WELL, SEE YOU AROUND, GUYS."
Sara,Episode 9: Into the Unknown,"I USED TO BE REALLY GOOD AT BALLET, BUT MY MOM WANTED ME TO BE A WRESTLER. OH, WIRT. YOU'RE HERE."
Wirt,Episode 9: Into the Unknown,"WELL, I..."
Sara,Episode 9: Into the Unknown,I WAS JUST ASKING IF YOU WERE HERE.
Wirt,Episode 9: Into the Unknown,"OH, WOW."
Sara,Episode 9: Into the Unknown,"OH, HEY, WE'RE GONNA GO TO THE GRAVEYARD."
Wirt,Episode 9: Into the Unknown,OH. ARE YOU GONNA...DO SOMETHING THERE?
Sara,Episode 9: Into the Unknown,"NAH, WE'RE JUST GONNA HANG OUT AND DRINK AGE-APPROPRIATE DRINKS."
Wirt,Episode 9: Into the Unknown,LIKE JUICE?
Sara,Episode 9: Into the Unknown,"YEAH, WHATEVER. AGE-APPROPRIATE STUFF THAT'S NOT ILLEGAL. Hey, you should come."
Wirt,Episode 9: Into the Unknown,"UH, I DON'T --"
Jason Funderberker,Episode 9: Into the Unknown,"HEY, SARA. ARE YOU READY TO GO?"
Wirt,Episode 9: Into the Unknown,"HEY, JASON FUNDERBERKER."
Jason Funderberker,Episode 9: Into the Unknown,"OH, HEY, WIRT. LET'S GO, SARA."
Sara,Episode 9: Into the Unknown,"YOU COMING, WIRT?"
Wirt,Episode 9: Into the Unknown,"NO, NO. YOU -- YOU GO HAVE FUN WITH JASON FUNDERBERKER."
Sara,Episode 9: Into the Unknown,OKAY.  BUT IF YOU WANT TO STOP BYE LATER OR SOMETHING...
Jason Funderberker,Episode 9: Into the Unknown,"MM. BYE, WIRT."
Wirt,Episode 9: Into the Unknown,"SAYONARA, JASON FUNDERBERKER.  SARA'S JACKET!"
Sara,Episode 9: Into the Unknown,"MY JACKET. THANKS, WIRT. WELL, SEE YA -- HOPEFULLY."
Wirt,Episode 9: Into the Unknown,BYE.
Sara,Episode 9: Into the Unknown,YOU'RE LIMITING THE UNIVERSE TO ONLY THINGS HUMANS COULD UNDERSTAND.
Nerdy Girl,Episode 9: Into the Unknown,"WELL, YOU'RE LIMITING THE UNIVERSE BY LIMITING THE POSSIBILITY OF HUMAN UNDERSTANDING."
Sara,Episode 9: Into the Unknown,"OH, YEAH. MAYBE."
Jason Funderberker,Episode 9: Into the Unknown,SARA.
Sara,Episode 9: Into the Unknown,YEAH?
Jason Funderberker,Episode 9: Into the Unknown,DO YOU BELIEVE IN...GHOSTS?
Sara,Episode 9: Into the Unknown,WHY?
Jason Funderberker,Episode 9: Into the Unknown,"'CAUSE THERE'S ONE RIGHT BEHIND YOU! AW, I'M JUST KIDDING."
Sara,Episode 9: Into the Unknown,"It's okay, Funderberker."
Student at Graveyard,Episode 9: Into the Unknown,STOP! YOU HIT ME!
Wirt,Episode 9: Into the Unknown,COME ON.
Greg,Episode 9: Into the Unknown,"WIRT, YOU TRICKED ME! I DIDN'T KNOW THIS WAS A FROG HUNT ALL ALONG."
Wirt,Episode 9: Into the Unknown,IT NEVER WAS A -- >>  >>
Greg,Episode 9: Into the Unknown,A WITCHES GATHERING!
Jason Funderberker,Episode 9: Into the Unknown,AND SO THEN... A GUY WITH AN AXE SHOWED UP!
Wirt,Episode 9: Into the Unknown,UGH. EVERYBODY LOVES FUNDERBERKER. WHAT DO I DO?
Greg,Episode 9: Into the Unknown,I'LL PRETEND TO BE A DEAD ELEPHANT AND DISTRACT THEM WHILE YOU GET THE TAPE.
Greg,Episode 9: Into the Unknown,PLEASE JUST STAY HERE.
Jason Funderberker,Episode 9: Into the Unknown,AND SO SHE KEPT GETTING AND CLOSER...
Student at Graveyard,Episode 9: Into the Unknown,WHAT ARE YOU DOING?
Student at Graveyard,Episode 9: Into the Unknown,JASON.
Student at Graveyard,Episode 9: Into the Unknown,"OH, JASON."
Wirt,Episode 9: Into the Unknown,"GO, GREG. DO IT."
Greg,Episode 9: Into the Unknown,OKAY.
Sara,Episode 9: Into the Unknown,UH...YOU CAN LET GO OF MY HAND NOW.
Jason Funderberker,Episode 9: Into the Unknown,OH...YEAH.
Nerdy Girl,Episode 9: Into the Unknown,"YOU COULD HOLD MY HAND, FUNDERBERKER. I DON'T CARE."
Nerdy Girl,Episode 9: Into the Unknown,"HEY, ISN'T THAT WIRT'S LITTLE BROTHER?"
Greg,Episode 9: Into the Unknown,NOOOOO. I'M THE HEADLESS ELEPHANT.
Student at Graveyard,Episode 9: Into the Unknown,LITTLE GUY.
Sara,Episode 9: Into the Unknown,"IS WIRT HERE, TOO?"
Greg,Episode 9: Into the Unknown,OVER THERE!
Student at Graveyard,Episode 9: Into the Unknown,THERE HE IS.
Student at Graveyard,Episode 9: Into the Unknown,"WIRT, WE CAN SEE YOU, MAN."
Wirt,Episode 9: Into the Unknown,GREG.
Sara,Episode 9: Into the Unknown,WHAT ARE YOU DOING OVER THERE?
Wirt,Episode 9: Into the Unknown,"OH. HEY, GUYS. GREG! THERE YOU ARE. TOTALLY WASN'T SPYING ON ANYBODY. I WAS JUST LOOKING FOR --"
Police Officer,Episode 9: Into the Unknown,WHAT'S GOING ON HERE?
Wirt,Episode 9: Into the Unknown,HUH?
Police Officer,Episode 9: Into the Unknown,IS THIS SOME KIND OF WITCHES' GATHERING? YOU'RE ALL UNDER ARREST.
Nerdy Girl,Episode 9: Into the Unknown,RUN!
Police Officer,Episode 9: Into the Unknown,"HEY, HEY! I WAS JUST KIDDING.  SLOW DOWN, KIDS. YOU'RE GONNA TRIP OR SOMETHING."
Greg,Episode 9: Into the Unknown,"RUN, RUN, RUN! RUN, RUN, RUN!"
Wirt,Episode 9: Into the Unknown,WHERE DO WE GO?
Greg,Episode 9: Into the Unknown,THAT WAY!
Wirt,Episode 9: Into the Unknown,GREG! WHY DID YOU SAY THIS WAY?
Greg,Episode 9: Into the Unknown,I THOUGHT I HEARD A FROG.
Police Officer,Episode 9: Into the Unknown,THIS IS PRIVATE PROPERTY.
Wirt,Episode 9: Into the Unknown,UH...
Police Officer,Episode 9: Into the Unknown,"HEY, DON'T CLIMB UP THERE. THAT'S DANGEROUS! GET DOWN HERE BEFORE YOU HURT YOURSELF!"
Jason Funderberker,Episode 9: Into the Unknown,HUH?
Sara,Episode 9: Into the Unknown,IT HAS MY NAME ON IT.
Jason Funderberker,Episode 9: Into the Unknown,LET'S GO LISTEN TO IT.
Wirt,Episode 9: Into the Unknown,Noooooooooooo!
Police Officer,Episode 9: Into the Unknown,"KIDS, REALLY, GET DOWN FROM THAT WALL."
